,w_E=0%,w_E=1%,w_E=2%,w_E=3%,w_E=4%,w_E=5%,w_E=6%,w_E=7%,w_E=8%,w_E=9%,w_E=10%,w_E=11%,w_E=12%,w_E=13%,w_E=14%,w_E=15%,w_E=16%,w_E=17%,w_E=18%,w_E=19%,w_E=20%,w_E=21%,w_E=22%,w_E=23%,w_E=24%,w_E=25%,w_E=26%,w_E=27%,w_E=28%,w_E=29%,w_E=30%,w_E=31%,w_E=32%,w_E=33%,w_E=34%,w_E=35%,w_E=36%,w_E=37%,w_E=38%,w_E=39%,w_E=40%,w_E=41%,w_E=42%,w_E=43%,w_E=44%,w_E=45%,w_E=46%,w_E=47%,w_E=48%,w_E=49%,w_E=50%
α=26%,0.6681408103067663,0.6692148762688866,0.6702889422310071,0.6713630081931274,0.6724370741552479,0.6735111401173681,0.6745852060794885,0.675659272041609,0.6767333380037294,0.6778074039658499,0.6788814699279702,0.6799555358900906,0.6810296018522108,0.6821036678143313,0.6831777337764517,0.6842517997385721,0.6853258657006924,0.6863999316628128,0.6874739976249333,0.6885480635870537,0.689622129549174,0.6906961955112942,0.6917702614734147,0.692844327435535,0.6939183933976555,0.6949924593597759,0.6960665253218963,0.6971405912840167,0.6982146572461371,0.6992887232082574,0.7003627891703778,0.7014368551324982,0.7025109210946185,0.703584987056739,0.7046590530188593,0.7057331189809797,0.7068071849431001,0.7078812509052206,0.708955316867341,0.7100293828294613,0.7111034487915817,0.7121775147537022,0.7132515807158225,0.7143256466779428,0.7153997126400633,0.7164737786021836,0.717547844564304,0.7186219105264244,0.7196959764885448,0.7207700424506651,0.7218441084127856
α=27%,0.6555328541921428,0.6566454538130947,0.6577580534340463,0.658870653054998,0.6599832526759496,0.6610958522969015,0.6622084519178533,0.6633210515388049,0.6644336511597568,0.6655462507807086,0.6666588504016602,0.667771450022612,0.6688840496435636,0.6699966492645154,0.6711092488854672,0.6722218485064189,0.6733344481273706,0.6744470477483222,0.6755596473692741,0.6766722469902258,0.6777848466111775,0.6788974462321292,0.6800100458530811,0.6811226454740327,0.6822352450949845,0.6833478447159362,0.684460444336888,0.6855730439578397,0.6866856435787915,0.6877982431997431,0.6889108428206948,0.6900234424416465,0.6911360420625983,0.69224864168355,0.6933612413045018,0.6944738409254535,0.6955864405464053,0.696699040167357,0.6978116397883087,0.6989242394092605,0.7000368390302123,0.7011494386511639,0.7022620382721156,0.7033746378930674,0.7044872375140192,0.705599837134971,0.7067124367559227,0.7078250363768743,0.7089376359978261,0.7100502356187778,0.7111628352397295
α=28%,0.6429406627196015,0.6440915264943579,0.6452423902691141,0.6463932540438704,0.6475441178186265,0.648694981593383,0.6498458453681392,0.6509967091428954,0.6521475729176519,0.6532984366924082,0.6544493004671643,0.6556001642419207,0.6567510280166768,0.6579018917914332,0.6590527555661895,0.6602036193409457,0.661354483115702,0.6625053468904584,0.6636562106652146,0.6648070744399709,0.6659579382147273,0.6671088019894835,0.6682596657642398,0.669410529538996,0.6705613933137523,0.6717122570885086,0.6728631208632649,0.6740139846380213,0.6751648484127775,0.6763157121875336,0.67746657596229,0.6786174397370464,0.6797683035118025,0.6809191672865589,0.6820700310613151,0.6832208948360714,0.6843717586108277,0.685522622385584,0.6866734861603403,0.6878243499350967,0.6889752137098528,0.6901260774846092,0.6912769412593656,0.6924278050341218,0.6935786688088781,0.6947295325836345,0.6958803963583906,0.697031260133147,0.6981821239079031,0.6993329876826595,0.7004838514574157
α=29%,0.6303648466000563,0.6315536959567974,0.6327425453135386,0.6339313946702796,0.6351202440270207,0.6363090933837618,0.6374979427405031,0.6386867920972441,0.6398756414539852,0.6410644908107265,0.6422533401674675,0.6434421895242087,0.6446310388809497,0.645819888237691,0.647008737594432,0.6481975869511731,0.6493864363079144,0.6505752856646554,0.6517641350213966,0.6529529843781376,0.6541418337348789,0.6553306830916199,0.6565195324483611,0.6577083818051022,0.6588972311618433,0.6600860805185844,0.6612749298753255,0.6624637792320667,0.6636526285888078,0.6648414779455489,0.6660303273022901,0.6672191766590312,0.6684080260157723,0.6695968753725133,0.6707857247292545,0.6719745740859957,0.6731634234427368,0.674352272799478,0.6755411221562191,0.6767299715129602,0.6779188208697013,0.6791076702264425,0.6802965195831836,0.6814853689399247,0.6826742182966659,0.683863067653407,0.6850519170101481,0.6862407663668892,0.6874296157236304,0.6886184650803715,0.6898073144371126
α=30%,0.617806045574808,0.6190325924688662,0.6202591393629245,0.6214856862569828,0.622712233151041,0.6239387800450992,0.6251653269391574,0.6263918738332156,0.6276184207272739,0.628844967621332,0.6300715145153902,0.6312980614094484,0.6325246083035068,0.633751155197565,0.6349777020916232,0.6362042489856814,0.6374307958797396,0.6386573427737978,0.639883889667856,0.6411104365619142,0.6423369834559725,0.6435635303500307,0.6447900772440889,0.6460166241381471,0.6472431710322054,0.6484697179262636,0.6496962648203218,0.65092281171438,0.6521493586084383,0.6533759055024965,0.6546024523965547,0.6558289992906129,0.6570555461846711,0.6582820930787293,0.6595086399727875,0.6607351868668458,0.6619617337609041,0.6631882806549623,0.6644148275490205,0.6656413744430787,0.6668679213371369,0.6680944682311951,0.6693210151252534,0.6705475620193116,0.6717741089133697,0.6730006558074281,0.6742272027014864,0.6754537495955445,0.6766802964896028,0.6779068433836609,0.6791333902777191
α=31%,0.6052649299466838,0.6065288764330933,0.6077928229195027,0.609056769405912,0.6103207158923214,0.6115846623787308,0.6128486088651403,0.6141125553515496,0.6153765018379591,0.6166404483243685,0.6179043948107779,0.6191683412971873,0.6204322877835967,0.6216962342700061,0.6229601807564156,0.6242241272428249,0.6254880737292343,0.6267520202156437,0.6280159667020532,0.6292799131884625,0.630543859674872,0.6318078061612813,0.6330717526476908,0.6343356991341002,0.6355996456205095,0.6368635921069189,0.6381275385933284,0.6393914850797378,0.6406554315661472,0.6419193780525566,0.643183324538966,0.6444472710253755,0.6457112175117848,0.6469751639981942,0.6482391104846037,0.649503056971013,0.6507670034574224,0.6520309499438319,0.6532948964302413,0.6545588429166507,0.65582278940306,0.6570867358894695,0.6583506823758789,0.6596146288622884,0.6608785753486978,0.6621425218351071,0.6634064683215166,0.664670414807926,0.6659343612943354,0.6671983077807448,0.6684622542671541
α=32%,0.5927422021896523,0.5940432399731131,0.5953442777565742,0.5966453155400351,0.5979463533234959,0.5992473911069569,0.6005484288904178,0.6018494666738787,0.6031505044573396,0.6044515422408007,0.6057525800242615,0.6070536178077225,0.6083546555911834,0.6096556933746442,0.6109567311581052,0.6122577689415661,0.613558806725027,0.614859844508488,0.616160882291949,0.6174619200754098,0.6187629578588707,0.6200639956423317,0.6213650334257925,0.6226660712092534,0.6239671089927143,0.6252681467761754,0.6265691845596363,0.6278702223430972,0.6291712601265581,0.630472297910019,0.6317733356934799,0.6330743734769408,0.6343754112604018,0.6356764490438627,0.6369774868273237,0.6382785246107845,0.6395795623942455,0.6408806001777063,0.6421816379611673,0.6434826757446283,0.6447837135280892,0.6460847513115501,0.647385789095011,0.648686826878472,0.6499878646619329,0.6512889024453938,0.6525899402288547,0.6538909780123157,0.6551920157957765,0.6564930535792375,0.6577940913626984
α=33%,0.5802385986394387,0.5815764086004478,0.5829142185614569,0.584252028522466,0.5855898384834751,0.5869276484444844,0.5882654584054935,0.5896032683665026,0.5909410783275119,0.592278888288521,0.59361669824953,0.5949545082105393,0.5962923181715485,0.5976301281325576,0.5989679380935666,0.6003057480545758,0.6016435580155849,0.6029813679765941,0.6043191779376031,0.6056569878986124,0.6069947978596215,0.6083326078206306,0.6096704177816399,0.611008227742649,0.612346037703658,0.6136838476646672,0.6150216576256764,0.6163594675866856,0.6176972775476948,0.6190350875087038,0.6203728974697129,0.621710707430722,0.6230485173917313,0.6243863273527404,0.6257241373137495,0.6270619472747586,0.6283997572357678,0.629737567196777,0.6310753771577862,0.6324131871187952,0.6337509970798045,0.6350888070408135,0.6364266170018227,0.637764426962832,0.639102236923841,0.6404400468848501,0.6417778568458593,0.6431156668068685,0.6444534767678776,0.6457912867288866,0.6471290966898959
α=34%,0.5677548912674143,0.5691291429632529,0.5705033946590914,0.57187764635493,0.5732518980507686,0.5746261497466072,0.5760004014424456,0.5773746531382842,0.5787489048341229,0.5801231565299614,0.5814974082258,0.5828716599216386,0.5842459116174771,0.5856201633133157,0.5869944150091543,0.5883686667049928,0.5897429184008314,0.5911171700966699,0.5924914217925085,0.5938656734883471,0.5952399251841856,0.5966141768800242,0.5979884285758628,0.5993626802717013,0.6007369319675399,0.6021111836633783,0.603485435359217,0.6048596870550556,0.6062339387508942,0.6076081904467326,0.6089824421425711,0.6103566938384097,0.6117309455342483,0.6131051972300869,0.6144794489259255,0.6158537006217639,0.6172279523176025,0.6186022040134411,0.6199764557092797,0.6213507074051183,0.6227249591009569,0.6240992107967954,0.6254734624926339,0.6268477141884726,0.6282219658843111,0.6295962175801497,0.6309704692759882,0.6323447209718268,0.6337189726676653,0.6350932243635039,0.6364674760593425
α=35%,0.5552918895397102,0.5567022406789229,0.5581125918181356,0.5595229429573483,0.5609332940965609,0.5623436452357735,0.5637539963749861,0.5651643475141988,0.5665746986534115,0.5679850497926242,0.5693954009318367,0.5708057520710493,0.572216103210262,0.5736264543494747,0.5750368054886874,0.5764471566278999,0.5778575077671126,0.5792678589063253,0.5806782100455379,0.5820885611847505,0.5834989123239631,0.5849092634631757,0.5863196146023884,0.5877299657416011,0.5891403168808137,0.5905506680200263,0.591961019159239,0.5933713702984517,0.5947817214376643,0.5961920725768769,0.5976024237160895,0.5990127748553021,0.6004231259945148,0.6018334771337274,0.6032438282729401,0.6046541794121527,0.6060645305513654,0.6074748816905781,0.6088852328297907,0.6102955839690034,0.6117059351082159,0.6131162862474286,0.6145266373866413,0.6159369885258539,0.6173473396650666,0.6187576908042791,0.6201680419434918,0.6215783930827045,0.6229887442219171,0.6243990953611298,0.6258094465003423
α=36%,0.5428504423630726,0.5442965382520112,0.5457426341409498,0.5471887300298884,0.5486348259188271,0.5500809218077658,0.5515270176967044,0.552973113585643,0.5544192094745818,0.5558653053635204,0.557311401252459,0.5587574971413978,0.5602035930303364,0.561649688919275,0.5630957848082137,0.5645418806971523,0.565987976586091,0.5674340724750295,0.5688801683639683,0.5703262642529069,0.5717723601418456,0.5732184560307843,0.5746645519197229,0.5761106478086615,0.5775567436976001,0.5790028395865388,0.5804489354754775,0.5818950313644161,0.5833411272533549,0.5847872231422935,0.5862333190312321,0.5876794149201707,0.5891255108091095,0.5905716066980481,0.5920177025869867,0.5934637984759255,0.5949098943648641,0.5963559902538027,0.5978020861427413,0.5992481820316801,0.6006942779206186,0.6021403738095573,0.6035864696984959,0.6050325655874347,0.6064786614763733,0.6079247573653119,0.6093708532542506,0.6108169491431893,0.6122630450321278,0.6137091409210667,0.6151552368100053
α=37%,0.5304314401184452,0.5319129130783935,0.533394386038342,0.5348758589982904,0.5363573319582386,0.537838804918187,0.5393202778781354,0.5408017508380838,0.5422832237980323,0.5437646967579806,0.545246169717929,0.5467276426778774,0.5482091156378257,0.5496905885977741,0.5511720615577225,0.5526535345176709,0.5541350074776192,0.5556164804375676,0.557097953397516,0.5585794263574644,0.5600608993174128,0.5615423722773611,0.5630238452373095,0.5645053181972579,0.5659867911572063,0.5674682641171546,0.5689497370771031,0.5704312100370514,0.5719126829969998,0.5733941559569481,0.5748756289168965,0.5763571018768449,0.5778385748367932,0.5793200477967416,0.58080152075669,0.5822829937166384,0.5837644666765868,0.5852459396365352,0.5867274125964835,0.588208885556432,0.5896903585163803,0.5911718314763287,0.592653304436277,0.5941347773962254,0.5956162503561738,0.5970977233161223,0.5985791962760706,0.600060669236019,0.6015421421959672,0.6030236151559156,0.604505088115864
α=38%,0.5180358167825949,0.5195522855359332,0.5210687542892717,0.52258522304261,0.5241016917959485,0.5256181605492868,0.5271346293026252,0.5286510980559637,0.5301675668093022,0.5316840355626407,0.533200504315979,0.5347169730693174,0.5362334418226558,0.5377499105759942,0.5392663793293326,0.540782848082671,0.5422993168360094,0.5438157855893478,0.5453322543426863,0.5468487230960247,0.5483651918493632,0.5498816606027016,0.5513981293560399,0.5529145981093784,0.5544310668627168,0.5559475356160551,0.5574640043693936,0.558980473122732,0.5604969418760704,0.5620134106294088,0.5635298793827472,0.5650463481360856,0.5665628168894241,0.5680792856427624,0.5695957543961009,0.5711122231494393,0.5726286919027778,0.5741451606561162,0.5756616294094545,0.577178098162793,0.5786945669161314,0.5802110356694699,0.5817275044228083,0.5832439731761467,0.5847604419294851,0.5862769106828235,0.5877933794361618,0.5893098481895003,0.5908263169428387,0.5923427856961772,0.5938592544495156
α=39%,0.5056645521372638,0.5072156211610803,0.5087666901848968,0.5103177592087134,0.5118688282325299,0.5134198972563464,0.5149709662801628,0.5165220353039794,0.518073104327796,0.5196241733516124,0.5211752423754289,0.5227263113992455,0.524277380423062,0.5258284494468785,0.527379518470695,0.5289305874945115,0.530481656518328,0.5320327255421444,0.5335837945659611,0.5351348635897776,0.5366859326135941,0.5382370016374106,0.5397880706612271,0.5413391396850435,0.5428902087088601,0.5444412777326766,0.5459923467564931,0.5475434157803096,0.5490944848041261,0.5506455538279427,0.5521966228517592,0.5537476918755757,0.5552987608993922,0.5568498299232088,0.5584008989470253,0.5599519679708418,0.5615030369946583,0.5630541060184748,0.5646051750422914,0.5661562440661079,0.5677073130899244,0.5692583821137409,0.5708094511375574,0.572360520161374,0.5739115891851905,0.575462658209007,0.5770137272328235,0.57856479625664,0.5801158652804564,0.581666934304273,0.5832180033280895
α=40%,0.4933186740643434,0.49490393290984735,0.4964891917553514,0.4980744506008554,0.4996597094463594,0.5012449682918634,0.5028302271373675,0.5044154859828716,0.5060007448283756,0.5075860036738795,0.5091712625193836,0.5107565213648877,0.5123417802103917,0.5139270390558957,0.5155122979013997,0.5170975567469037,0.5186828155924077,0.5202680744379118,0.5218533332834159,0.5234385921289199,0.5250238509744238,0.5266091098199279,0.5281943686654319,0.5297796275109359,0.53136488635644,0.532950145201944,0.534535404047448,0.536120662892952,0.5377059217384561,0.5392911805839601,0.5408764394294641,0.5424616982749682,0.5440469571204721,0.5456322159659761,0.5472174748114802,0.5488027336569842,0.5503879925024883,0.5519732513479922,0.5535585101934962,0.5551437690390003,0.5567290278845043,0.5583142867300084,0.5598995455755125,0.5614848044210166,0.5630700632665204,0.5646553221120245,0.5662405809575285,0.5678258398030326,0.5694110986485366,0.5709963574940407,0.5725816163395446
α=41%,0.48099926092435197,0.48261828350040176,0.48423730607645155,0.48585632865250145,0.48747535122855123,0.489094373804601,0.4907133963806508,0.4923324189567007,0.49395144153275056,0.49557046410880035,0.49718948668485013,0.4988085092608999,0.5004275318369498,0.5020465544129996,0.5036655769890493,0.5052845995650992,0.506903622141149,0.5085226447171989,0.5101416672932487,0.5117606898692986,0.5133797124453484,0.5149987350213981,0.516617757597448,0.5182367801734978,0.5198558027495476,0.5214748253255974,0.5230938479016473,0.5247128704776971,0.526331893053747,0.5279509156297967,0.5295699382058465,0.5311889607818964,0.5328079833579462,0.5344270059339961,0.5360460285100459,0.5376650510860956,0.5392840736621455,0.5409030962381953,0.5425221188142452,0.544141141390295,0.5457601639663447,0.5473791865423947,0.5489982091184444,0.5506172316944943,0.5522362542705441,0.5538552768465939,0.5554742994226438,0.5570933219986935,0.5587123445747433,0.5603313671507931,0.561950389726843
α=42%,0.4687074440140626,0.47035978783307997,0.47201213165209727,0.47366447547111473,0.4753168192901321,0.4769691631091494,0.4786215069281668,0.4802738507471841,0.48192619456620156,0.48357853838521897,0.4852308822042364,0.4868832260232537,0.48853556984227103,0.4901879136612884,0.49184025748030574,0.49349260129932315,0.4951449451183405,0.49679728893735786,0.4984496327563752,0.5001019765753927,0.5017543203944099,0.5034066642134274,0.5050590080324446,0.5067113518514621,0.5083636956704795,0.5100160394894968,0.5116683833085142,0.5133207271275316,0.514973070946549,0.5166254147655662,0.5182777585845836,0.5199301024036009,0.5215824462226184,0.5232347900416358,0.5248871338606531,0.5265394776796705,0.5281918214986878,0.5298441653177052,0.5314965091367226,0.53314885295574,0.5348011967747573,0.5364535405937747,0.5381058844127922,0.5397582282318094,0.5414105720508269,0.5430629158698442,0.5447152596888616,0.5463676035078789,0.5480199473268963,0.5496722911459136,0.551324634964931
α=43%,0.4564444100974196,0.45812961548193454,0.4598148208664495,0.4615000262509644,0.46318523163547937,0.4648704370199943,0.46655564240450925,0.4682408477890242,0.46992605317353925,0.4716112585580541,0.4732964639425691,0.4749816693270841,0.476666874711599,0.47835208009611396,0.4800372854806289,0.48172249086514385,0.4834076962496588,0.48509290163417373,0.4867781070186887,0.48846331240320373,0.4901485177877186,0.4918337231722335,0.49351892855674845,0.4952041339412634,0.49688933932577833,0.4985745447102933,0.5002597500948083,0.5019449554793232,0.5036301608638382,0.505315366248353,0.507000571632868,0.508685777017383,0.5103709824018979,0.5120561877864128,0.5137413931709278,0.5154265985554428,0.5171118039399578,0.5187970093244727,0.5204822147089876,0.5221674200935026,0.5238526254780176,0.5255378308625325,0.5272230362470475,0.5289082416315625,0.5305934470160774,0.5322786524005924,0.5339638577851072,0.5356490631696222,0.5373342685541371,0.539019473938652,0.540704679323167
α=44%,0.444211404001883,0.445928993249932,0.4476465824979809,0.4493641717460299,0.4510817609940788,0.4527993502421278,0.45451693949017674,0.4562345287382257,0.4579521179862747,0.45966970723432365,0.46138729648237253,0.4631048857304215,0.4648224749784704,0.4665400642265194,0.4682576534745684,0.46997524272261726,0.47169283197066625,0.4734104212187152,0.4751280104667641,0.4768455997148131,0.4785631889628621,0.480280778210911,0.48199836745895996,0.4837159567070089,0.48543354595505783,0.4871511352031068,0.4888687244511558,0.4905863136992047,0.4923039029472537,0.4940214921953026,0.49573908144335155,0.4974566706914005,0.4991742599394494,0.5008918491874984,0.5026094384355474,0.5043270276835963,0.5060446169316453,0.5077622061796943,0.5094797954277432,0.5111973846757921,0.5129149739238411,0.51463256317189,0.516350152419939,0.518067741667988,0.519785330916037,0.521502920164086,0.5232205094121348,0.5249380986601838,0.5266556879082327,0.5283732771562816,0.5300908664043306
α=45%,0.4320097312699864,0.43375920777757876,0.4355086842851711,0.4372581607927634,0.43900763730035575,0.44075711380794813,0.4425065903155405,0.4442560668231328,0.4460055433307253,0.4477550198383176,0.4495044963459099,0.45125397285350227,0.4530034493610946,0.454752925868687,0.4565024023762793,0.4582518788838717,0.46000135539146403,0.46175083189905636,0.4635003084066487,0.4652497849142411,0.46699926142183346,0.46874873792942573,0.4704982144370181,0.4722476909446104,0.4739971674522029,0.47574664395979516,0.47749612046738754,0.4792455969749799,0.4809950734825722,0.48274454999016453,0.48449402649775697,0.48624350300534924,0.4879929795129416,0.489742456020534,0.4914919325281264,0.49324140903571867,0.49499088554331105,0.49674036205090344,0.4984898385584958,0.5002393150660882,0.5019887915736805,0.5037382680812729,0.5054877445888653,0.5072372210964575,0.5089866976040499,0.5107361741116423,0.5124856506192346,0.514235127126827,0.5159846036344193,0.5177340801420116,0.519483556649604
α=46%,0.41984076085317673,0.4216216081920516,0.4234024555309263,0.42518330286980116,0.42696415020867595,0.42874499754755074,0.43052584488642553,0.4323066922253004,0.4340875395641751,0.43586838690304996,0.43764923424192476,0.43943008158079955,0.44121092891967434,0.4429917762585492,0.444772623597424,0.44655347093629877,0.44833431827517356,0.4501151656140484,0.45189601295292314,0.453676860291798,0.4554577076306728,0.4572385549695476,0.45901940230842236,0.46080024964729716,0.46258109698617195,0.4643619443250468,0.4661427916639216,0.46792363900279643,0.46970448634167117,0.471485333680546,0.47326618101942075,0.4750470283582956,0.4768278756971704,0.4786087230360452,0.48038957037492,0.4821704177137948,0.4839512650526696,0.4857321123915444,0.48751295973041925,0.48929380706929404,0.4910746544081689,0.4928555017470436,0.4946363490859184,0.4964171964247932,0.49819804376366805,0.4999788911025429,0.5017597384414176,0.5035405857802924,0.5053214331191672,0.5071022804580421,0.5088831277969168
α=47%,0.40770592783186516,0.4095176087807827,0.4113292897297002,0.4131409706786176,0.4149526516275352,0.4167643325764527,0.41857601352537016,0.4203876944742876,0.42219937542320507,0.42401105637212266,0.42582273732104015,0.42763441826995763,0.42944609921887517,0.43125778016779265,0.43306946111671013,0.43488114206562767,0.4366928230145451,0.43850450396346263,0.4403161849123801,0.4421278658612976,0.44393954681021514,0.44575122775913256,0.44756290870805004,0.4493745896569675,0.4511862706058851,0.45299795155480255,0.4548096325037201,0.4566213134526375,0.45843299440155505,0.46024467535047253,0.46205635629939,0.4638680372483075,0.465679718197225,0.46749139914614246,0.46930308009506,0.47111476104397754,0.472926441992895,0.4747381229418125,0.47654980389073,0.4783614848396475,0.48017316578856495,0.48198484673748254,0.4837965276864,0.4856082086353175,0.48741988958423493,0.48923157053315247,0.49104325148206995,0.4928549324309875,0.4946666133799049,0.4964782943288224,0.4982899752777399
α=48%,0.3956067361420096,0.397448691669865,0.3992906471977204,0.4011326027255757,0.40297455825343115,0.4048165137812866,0.4066584693091419,0.40850042483699733,0.41034238036485277,0.41218433589270814,0.4140262914205635,0.41586824694841884,0.4177102024762743,0.4195521580041297,0.4213941135319851,0.4232360690598405,0.42507802458769584,0.4269199801155513,0.42876193564340664,0.4306038911712621,0.43244584669911745,0.4342878022269728,0.4361297577548282,0.4379717132826836,0.43981366881053896,0.44165562433839434,0.4434975798662498,0.4453395353941052,0.4471814909219606,0.44902344644981596,0.45086540197767133,0.4527073575055267,0.45454931303338214,0.4563912685612375,0.4582332240890929,0.4600751796169483,0.4619171351448037,0.4637590906726591,0.46560104620051446,0.46744300172836994,0.4692849572562253,0.4711269127840807,0.4729688683119361,0.47481082383979145,0.47665277936764683,0.47849473489550226,0.48033669042335764,0.48217864595121307,0.4840206014790684,0.4858625570069238,0.4877045125347792
α=49%,0.3835447612844616,0.38541640948357275,0.387288057682684,0.38915970588179516,0.3910313540809064,0.39290300228001757,0.39477465047912874,0.39664629867824,0.3985179468773512,0.40038959507646243,0.4022612432755736,0.4041328914746848,0.40600453967379596,0.4078761878729072,0.40974783607201837,0.41161948427112965,0.41349113247024083,0.41536278066935206,0.41723442886846324,0.4191060770675744,0.42097772526668564,0.4228493734657968,0.42472102166490805,0.4265926698640192,0.42846431806313034,0.4303359662622416,0.4322076144613529,0.43407926266046404,0.43595091085957527,0.4378225590586864,0.4396942072577976,0.44156585545690885,0.4434375036560201,0.44530915185513126,0.4471808000542425,0.44905244825335366,0.4509240964524649,0.45279574465157607,0.45466739285068725,0.45653904104979853,0.4584106892489097,0.46028233744802094,0.46215398564713217,0.4640256338462433,0.4658972820453545,0.46776893024446575,0.469640578443577,0.47151222664268816,0.47338387484179933,0.4752555230409105,0.47712717124002174
α=50%,0.3715216529886722,0.37342238795668237,0.37532312292469244,0.3772238578927026,0.3791245928607127,0.3810253278287228,0.38292606279673297,0.38482679776474304,0.38672753273275323,0.3886282677007633,0.39052900266877344,0.3924297376367836,0.3943304726047937,0.3962312075728038,0.3981319425408139,0.40003267750882404,0.4019334124768341,0.40383414744484425,0.40573488241285444,0.4076356173808645,0.40953635234887464,0.4114370873168848,0.4133378222848949,0.415238557252905,0.4171392922209151,0.41904002718892525,0.4209407621569354,0.42284149712494545,0.4247422320929556,0.4266429670609657,0.42854370202897585,0.430444436996986,0.43234517196499606,0.43424590693300624,0.43614664190101626,0.4380473768690264,0.4399481118370366,0.4418488468050467,0.4437495817730568,0.4456503167410669,0.44755105170907705,0.4494517866770872,0.4513525216450973,0.45325325661310745,0.4551539915811175,0.4570547265491277,0.4589554615171378,0.46085619648514786,0.462756931453158,0.4646576664211681,0.46655840138917826
α=51%,0.35953913779715807,0.3614683284661093,0.3633975191350606,0.3653267098040118,0.3672559004729631,0.3691850911419143,0.3711142818108656,0.3730434724798168,0.37497266314876815,0.37690185381771935,0.3788310444866706,0.38076023515562185,0.3826894258245731,0.38461861649352436,0.3865478071624756,0.38847699783142686,0.3904061885003781,0.39233537916932937,0.3942645698382806,0.39619376050723193,0.3981229511761831,0.4000521418451344,0.40198133251408563,0.4039105231830369,0.40583971385198814,0.4077689045209394,0.40969809518989064,0.4116272858588419,0.41355647652779315,0.4154856671967444,0.41741485786569565,0.41934404853464685,0.42127323920359816,0.4232024298725494,0.42513162054150067,0.4270608112104519,0.42899000187940317,0.4309191925483544,0.4328483832173057,0.43477757388625693,0.4367067645552082,0.43863595522415944,0.4405651458931107,0.44249433656206194,0.4444235272310132,0.44635271789996445,0.44828190856891575,0.45021109923786695,0.4521402899068182,0.45406948057576946,0.4559986712447207
α=52%,0.34759902153135186,0.3495560104426324,0.35151299935391306,0.3534699882651935,0.3554269771764741,0.3573839660877547,0.3593409549990353,0.3612979439103159,0.3632549328215965,0.365211921732877,0.3671689106441576,0.3691258995554382,0.3710828884667187,0.37303987737799926,0.3749968662892799,0.3769538552005604,0.37891084411184106,0.3808678330231216,0.3828248219344022,0.38478181084568275,0.38673879975696335,0.3886957886682439,0.39065277757952444,0.39260976649080503,0.3945667554020856,0.3965237443133661,0.3984807332246468,0.4004377221359273,0.4023947110472079,0.40435169995848846,0.406308688869769,0.4082656777810496,0.41022266669233015,0.41217965560361075,0.41413664451489135,0.4160936334261719,0.4180506223374525,0.4200076112487331,0.4219646001600136,0.4239215890712942,0.4258785779825748,0.4278355668938553,0.429792555805136,0.4317495447164165,0.43370653362769707,0.43566352253897767,0.43762051145025826,0.43957750036153875,0.44153448927281935,0.44349147818409995,0.44544846709538055
α=53%,0.33570319159309514,0.33768729361713595,0.3396713956411768,0.34165549766521774,0.3436395996892586,0.34562370171329954,0.34760780373734035,0.3495919057613812,0.35157600778542214,0.353560109809463,0.3555442118335039,0.3575283138575448,0.35951241588158567,0.36149651790562654,0.3634806199296674,0.3654647219537082,0.36744882397774914,0.36943292600179006,0.37141702802583093,0.3734011300498718,0.3753852320739126,0.37736933409795353,0.37935343612199446,0.3813375381460353,0.3833216401700762,0.38530574219411706,0.38728984421815793,0.3892739462421988,0.39125804826623967,0.39324215029028053,0.3952262523143214,0.39721035433836227,0.39919445636240314,0.40117855838644406,0.403162660410485,0.40514676243452585,0.4071308644585667,0.4091149664826076,0.4110990685066485,0.4130831705306893,0.41506727255473025,0.4170513745787711,0.41903547660281204,0.4210195786268529,0.4230036806508938,0.42498778267493464,0.4269718846989755,0.4289559867230164,0.43094008874705725,0.4329241907710981,0.43490829279513904
α=54%,0.32385361904908305,0.32586412004888815,0.32787462104869325,0.3298851220484984,0.3318956230483035,0.3339061240481086,0.33591662504791364,0.3379271260477188,0.3399376270475239,0.341948128047329,0.3439586290471341,0.34596913004693924,0.34797963104674423,0.3499901320465494,0.3520006330463544,0.3540111340461596,0.3560216350459646,0.3580321360457697,0.3600426370455749,0.36205313804538,0.364063639045185,0.36607414004499017,0.3680846410447952,0.37009514204460037,0.37210564304440547,0.37411614404421056,0.3761266450440157,0.3781371460438208,0.3801476470436259,0.38215814804343096,0.38416864904323605,0.38617915004304115,0.38818965104284625,0.39020015204265135,0.3922106530424565,0.39422115404226155,0.3962316550420667,0.39824215604187174,0.4002526570416769,0.402263158041482,0.4042736590412871,0.4062841600410922,0.4082946610408973,0.41030516204070244,0.4123156630405075,0.4143261640403126,0.4163366650401177,0.41834716603992284,0.4203576670397279,0.422368168039533,0.4243786690393381
