alpha \ w_E,0%,1%,2%,3%,4%,5%,6%,7%,8%,9%,10%,11%,12%,13%,14%,15%,16%,17%,18%,19%,20%,21%,22%,23%,24%,25%,26%,27%,28%,28%,30%,31%,32%,33%,34%,35%,36%,37%,38%,39%,40%,41%,42%,43%,44%,45%,46%,47%,48%,49%,50%
0%,0.5202642732879614,0.5250616305550818,0.5298589878222022,0.5346563450893226,0.5394537023564431,0.5442510596235633,0.5490484168906837,0.5538457741578041,0.5586431314249246,0.563440488692045,0.5682378459591654,0.5730352032262858,0.577832560493406,0.5826299177605264,0.5874272750276468,0.5922246322947672,0.5970219895618876,0.601819346829008,0.6066167040961283,0.6114140613632488,0.6162114186303692,0.6210087758974896,0.6258061331646099,0.6306034904317304,0.6354008476988506,0.640198204965971,0.6449955622330914,0.6497929195002118,0.6545902767673322,0.6593876340344526,0.6641849913015729,0.6689823485686933,0.6737797058358137,0.6785770631029341,0.6833744203700545,0.688171777637175,0.6929691349042952,0.6977664921714157,0.702563849438536,0.7073612067056565,0.7121585639727768,0.7169559212398973,0.7217532785070175,0.726550635774138,0.7313479930412584,0.7361453503083788,0.7409427075754992,0.7457400648426196,0.7505374221097398,0.7553347793768603,0.7601321366439806
1%,0.5131859308663602,0.5179686707126216,0.5227514105588831,0.5275341504051445,0.5323168902514058,0.5370996300976673,0.5418823699439287,0.5466651097901901,0.5514478496364515,0.556230589482713,0.5610133293289744,0.5657960691752358,0.5705788090214972,0.5753615488677586,0.58014428871402,0.5849270285602814,0.5897097684065429,0.5944925082528043,0.5992752480990657,0.6040579879453272,0.6088407277915886,0.61362346763785,0.6184062074841113,0.6231889473303728,0.6279716871766342,0.6327544270228955,0.637537166869157,0.6423199067154184,0.6471026465616798,0.6518853864079412,0.6566681262542027,0.6614508661004641,0.6662336059467255,0.671016345792987,0.6757990856392483,0.6805818254855097,0.6853645653317711,0.6901473051780327,0.694930045024294,0.6997127848705554,0.7044955247168168,0.7092782645630782,0.7140610044093396,0.718843744255601,0.7236264841018625,0.7284092239481239,0.7331919637943853,0.7379747036406467,0.7427574434869082,0.7475401833331696,0.752322923179431
2%,0.5061934015563194,0.5109606037576204,0.5157278059589213,0.5204950081602223,0.5252622103615233,0.5300294125628243,0.5347966147641252,0.5395638169654262,0.5443310191667272,0.5490982213680282,0.5538654235693292,0.5586326257706301,0.5633998279719311,0.568167030173232,0.5729342323745331,0.577701434575834,0.582468636777135,0.587235838978436,0.592003041179737,0.596770243381038,0.6015374455823389,0.6063046477836398,0.6110718499849409,0.6158390521862418,0.6206062543875428,0.6253734565888438,0.6301406587901448,0.6349078609914458,0.6396750631927468,0.6444422653940476,0.6492094675953486,0.6539766697966496,0.6587438719979506,0.6635110741992516,0.6682782764005526,0.6730454786018536,0.6778126808031546,0.6825798830044555,0.6873470852057564,0.6921142874070575,0.6968814896083584,0.7016486918096594,0.7064158940109604,0.7111830962122614,0.7159502984135624,0.7207175006148634,0.7254847028161644,0.7302519050174653,0.7350191072187662,0.7397863094200673,0.7445535116213682
3%,0.4992892748942033,0.504039992078375,0.5087907092625467,0.5135414264467184,0.51829214363089,0.5230428608150617,0.5277935779992333,0.5325442951834051,0.5372950123675768,0.5420457295517485,0.5467964467359201,0.5515471639200918,0.5562978811042635,0.5610485982884351,0.5657993154726069,0.5705500326567785,0.5753007498409501,0.5800514670251218,0.5848021842092936,0.5895529013934653,0.5943036185776369,0.5990543357618086,0.6038050529459802,0.6085557701301519,0.6133064873143236,0.6180572044984953,0.622807921682667,0.6275586388668387,0.6323093560510102,0.6370600732351819,0.6418107904193537,0.6465615076035254,0.651312224787697,0.6560629419718687,0.6608136591560404,0.665564376340212,0.6703150935243838,0.6750658107085554,0.6798165278927271,0.6845672450768988,0.6893179622610704,0.6940686794452422,0.6988193966294138,0.7035701138135855,0.7083208309977572,0.713071548181929,0.7178222653661006,0.7225729825502722,0.7273236997344439,0.7320744169186155,0.7368251341027873
4%,0.49247619976242857,0.49720945677887063,0.5019427137953126,0.5066759708117548,0.5114092278281968,0.5161424848446389,0.520875741861081,0.525608998877523,0.5303422558939652,0.5350755129104072,0.5398087699268493,0.5445420269432915,0.5492752839597335,0.5540085409761756,0.5587417979926177,0.5634750550090597,0.5682083120255018,0.5729415690419439,0.5776748260583859,0.582408083074828,0.5871413400912702,0.5918745971077122,0.5966078541241543,0.6013411111405964,0.6060743681570384,0.6108076251734804,0.6155408821899225,0.6202741392063646,0.6250073962228067,0.6297406532392488,0.6344739102556909,0.6392071672721329,0.643940424288575,0.6486736813050171,0.6534069383214591,0.6581401953379012,0.6628734523543434,0.6676067093707854,0.6723399663872274,0.6770732234036696,0.6818064804201116,0.6865397374365537,0.6912729944529958,0.6960062514694378,0.7007395084858801,0.7054727655023221,0.7102060225187641,0.7149392795352061,0.7196725365516482,0.7244057935680903,0.7291390505845324
5%,0.4857568827766853,0.4904716760806827,0.49518646938468025,0.4999012626886777,0.5046160559926751,0.5093308492966726,0.5140456426006701,0.5187604359046675,0.5234752292086651,0.5281900225126624,0.5329048158166599,0.5376196091206574,0.5423344024246548,0.5470491957286523,0.5517639890326498,0.5564787823366473,0.5611935756406446,0.5659083689446421,0.5706231622486396,0.575337955552637,0.5800527488566346,0.584767542160632,0.5894823354646295,0.594197128768627,0.5989119220726243,0.6036267153766218,0.6083415086806193,0.6130563019846168,0.6177710952886142,0.6224858885926117,0.6272006818966092,0.6319154752006066,0.636630268504604,0.6413450618086015,0.646059855112599,0.6507746484165964,0.6554894417205939,0.6602042350245914,0.6649190283285888,0.6696338216325863,0.6743486149365838,0.6790634082405813,0.6837782015445787,0.6884929948485763,0.6932077881525737,0.697922581456571,0.7026373747605685,0.707352168064566,0.7120669613685635,0.7167817546725609,0.7214965479765584
6%,0.4791340862810797,0.4838293833366497,0.48852468039221963,0.49321997744778967,0.4979152745033596,0.5026105715589296,0.5073058686144997,0.5120011656700696,0.5166964627256396,0.5213917597812094,0.5260870568367795,0.5307823538923495,0.5354776509479194,0.5401729480034894,0.5448682450590594,0.5495635421146294,0.5542588391701994,0.5589541362257693,0.5636494332813393,0.5683447303369094,0.5730400273924793,0.5777353244480492,0.5824306215036192,0.5871259185591892,0.5918212156147591,0.5965165126703291,0.6012118097258992,0.6059071067814692,0.610602403837039,0.615297700892609,0.619992997948179,0.6246882950037489,0.6293835920593189,0.634078889114889,0.6387741861704589,0.6434694832260288,0.6481647802815989,0.6528600773371689,0.6575553743927389,0.6622506714483088,0.6669459685038788,0.6716412655594488,0.6763365626150187,0.6810318596705887,0.6857271567261587,0.6904224537817287,0.6951177508372988,0.6998130478928686,0.7045083449484386,0.7092036420040085,0.7138989390595785
7%,0.4726106259205788,0.4772853646259988,0.48196010333141887,0.4866348420368388,0.49130958074225883,0.49598431944767896,0.5006590581530989,0.505333796858519,0.510008535563939,0.5146832742693591,0.519358012974779,0.5240327516801991,0.5287074903856191,0.5333822290910392,0.5380569677964592,0.5427317065018792,0.5474064452072992,0.5520811839127192,0.5567559226181392,0.5614306613235593,0.5661054000289794,0.5707801387343994,0.5754548774398194,0.5801296161452394,0.5848043548506594,0.5894790935560794,0.5941538322614995,0.5988285709669194,0.6035033096723396,0.6081780483777596,0.6128527870831796,0.6175275257885995,0.6222022644940195,0.6268770031994396,0.6315517419048597,0.6362264806102796,0.6409012193156998,0.6455759580211198,0.6502506967265398,0.6549254354319598,0.6596001741373798,0.6642749128427998,0.66894965154822,0.67362439025364,0.67829912895906,0.6829738676644801,0.6876486063699,0.69232334507532,0.6969980837807401,0.70167282248616,0.7063475611915802
8%,0.4661893677603539,0.4708424559008223,0.47549554404129074,0.4801486321817592,0.48480172032222757,0.48945480846269607,0.49410789660316445,0.49876098474363284,0.5034140728841013,0.5080671610245698,0.5127202491650382,0.5173733373055067,0.5220264254459751,0.5266795135864435,0.531332601726912,0.5359856898673804,0.5406387780078488,0.5452918661483173,0.5499449542887856,0.5545980424292541,0.5592511305697225,0.563904218710191,0.5685573068506593,0.5732103949911278,0.5778634831315963,0.5825165712720647,0.5871696594125331,0.5918227475530016,0.5964758356934701,0.6011289238339383,0.6057820119744068,0.6104351001148752,0.6150881882553436,0.6197412763958121,0.6243943645362806,0.6290474526767489,0.6337005408172174,0.6383536289576859,0.6430067170981543,0.6476598052386227,0.6523128933790912,0.6569659815195595,0.661619069660028,0.6662721578004964,0.6709252459409649,0.6755783340814333,0.6802314222219017,0.6848845103623702,0.6895375985028386,0.694190686643307,0.6988437747837755
